X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
100,0,250,0,350,0,500,0,700,50,750,0,950,0,1100,50,1300,100,1450,0,0,250,200,150,300,250,500,200,700,200,750,250,1000,200,1050,150,1200,150,1400,200,0,400,300,350,300,300,550,300,600,400,850,400,1000,300,1100,300,1400,350,1450,400,100,450,0,500,400,450,550,500,750,500,900,500,1000,700,1050,500,1250,550,1450,500,0,650,200,600,350,600,500,700,600,650,750,600,1000,600,1100,650,1250,650,1400,550,0,750,150,800,300,850,500,750,700,800,850,750,1000,850,1050,800,1200,850,1400,850,100,950,250,900,350,950,500,1000,600,950,850,950,950,900,1350,1200,1250,850,1400,1000,0,1050,200,1150,350,1150,550,1150,650,1100,800,1150,1000,1150,1150,1050,1200,1250,1450,1000,50,1250,150,1250,350,1250,450,1350,600,1300,700,1300,900,1200,1050,1200,1300,1350,1400,1250,100,1450,150,1450,300,1400,450,1400,600,1400,800,1450,1000,1400,1300,1400,1250,1450,1450,1450,87899.07,87157.81,89637.99,94057.68,85765.05,97269.23,100000.16,98200.84,102942.22,107145.69,76581.58,78522.49,74374.68,78439.31,81100.34,77181.05,82426.7,87455.95,91042.78,100025.39,70279.15,65264.53,66514.39,73247.36,71351.29,78224.51,79015.67,85964.14,93506.2,93942.84,66136.56,65623.65,65434.75,65854.64,69097.07,74312.32,72069.4,79206.04,80560.05,93124,65995,61469,63789.68,60575.01,64120.31,66892.27,71386.56,75850.5,84658.31,85089.21,63380.4,60595.56,61937.73,58664.26,60962.59,64819.09,64528.3,72481.36,70596.84,89586.76,60149.46,56265.43,56531.99,61288.14,63331.2,63431.13,62777.11,81538.27,80330.81,74974.63,64108.48,57622.56,60232.15,57983.3,61934.63,60378.19,71101.84,74516.33,73155.96,87565.97,59216.19,57711.67,58651.69,56114.56,57628.15,60411.47,58913.03,68468.97,78832.35,84408.46,60692.62,61978.53,57564.51,56654.89,60153.59,62930.66,66265.89,75223.37,67741.63,84257.96,0.69,7276371.11
198,0,197.07,76.12,192.74,150,84.42,198,398,0,397.07,76.12,392.74,150,284.42,198,998,0,997.07,76.12,992.74,150,884.42,198,1398,0,1397.07,76.12,1392.74,150,1284.42,198,198,200,197.07,276.12,192.74,350,84.42,398,998,200,997.07,276.12,992.74,350,884.42,398,1198,200,1197.07,276.12,1192.74,350,1084.42,398,1398,200,1397.07,276.12,1392.74,350,1284.42,398,598,400,597.07,476.12,592.74,550,484.42,598,1198,400,1197.07,476.12,1192.74,550,1084.42,598,198,600,197.07,676.12,192.74,750,84.42,798,998,600,997.07,676.12,992.74,750,884.42,798,1198,600,1197.07,676.12,1192.74,750,1084.42,798,198,800,197.07,876.12,192.74,950,84.42,998,798,800,797.07,876.12,792.74,950,684.42,998,1398,800,1397.07,876.12,1392.74,950,1284.42,998,198,1000,197.07,1076.12,192.74,1150,84.42,1198,598,1000,597.07,1076.12,592.74,1150,484.42,1198,998,1000,997.07,1076.12,992.74,1150,884.42,1198,1398,1000,1397.07,1076.12,1392.74,1150,1284.42,1198,398,1200,397.07,1276.12,392.74,1350,284.42,1398,598,1200,597.07,1276.12,592.74,1350,484.42,1398,998,1200,997.07,1276.12,992.74,1350,884.42,1398,1198,1200,1197.07,1276.12,1192.74,1350,1084.42,1398,1398,1200,1397.07,1276.12,1392.74,1350,1284.42,1398,90633.63,80744.98,75133.76,71083.49,97022.93,86232.26,79955.29,71452.73,100893.56,92649.64,86666.19,76918.32,107427.93,103703.52,102634.34,86004.77,66719.33,67028.63,68639.04,69149.74,77077.83,73443.73,68568.39,69467.94,83019.81,78668.99,75844.23,67147.57,95813.89,94400.85,91354.34,80173.41,71721.76,66552.54,65896.4,65372.53,71557.65,79540.22,86079.91,71692.32,69291.35,67981.43,67360.29,63434.05,67422.49,68606.69,68020.11,64569.81,84985.54,85292.07,81294.01,68892.26,62252.09,60275.27,59949.68,59046.83,64012.57,67180.07,67233,62015.46,89686.36,86975.9,86503.11,68930.54,56069.7,56643.55,54701.32,58174.06,60644.63,58102.77,57086.89,52465.71,70818.36,68531.62,64554.59,54917.96,83763.15,84117.74,84490.85,66769.57,51621.01,51779.73,54456.05,60152.78,54650.22,53170.74,54471.16,55943.69,59535.39,57771.79,55801.48,55995.99,62869.27,63960.29,62748.1,59207.94,82867.42,83079.63,80851.95,69688.79,0.68,7167775.26
1,1,1,70,1,140,50,198,398,0,397.07,78.19,393,150,277.32,198,798,0,797.07,78.19,793,150,677.32,198,998,0,997.07,78.19,993,150,877.32,198,1398,0,1397.07,78.19,1393,150,1277.32,198,1,398,50,398,100,398,150,398,398,200,397.07,278.19,393,350,277.32,398,798,200,797.07,278.19,793,350,677.32,398,1198,200,1197.07,278.19,1193,350,1077.32,398,598,400,597.07,478.19,593,550,477.32,598,1198,400,1197.07,478.19,1193,550,1077.32,598,1,601,1,670,1,740,50,798,798,600,797.07,678.19,793,750,677.32,798,998,600,997.07,678.19,993,750,877.32,798,201,801,201,870,201,940,250,998,1048,801,1098,850,1148,900,1198,950,1,1001,1,1051,1,1101,1,1151,998,1000,997.07,1078.19,993,1150,877.32,1198,1198,1000,1197.07,1078.19,1193,1150,1077.32,1198,40,1360,80,1320,120,1280,160,1240,398,1200,397.07,1278.19,393,1350,277.32,1398,598,1200,597.07,1278.19,593,1350,477.32,1398,798,1200,797.07,1278.19,793,1350,677.32,1398,1198,1200,1197.07,1278.19,1193,1350,1077.32,1398,1398,1200,1397.07,1278.19,1393,1350,1277.32,1398,91738.46,82439.24,75618.62,70514.29,94040.99,84093.03,77938.56,71795.03,96005.63,85850.16,79054.81,73524.42,102571.65,93651.78,86081.74,76457.21,107524.98,103981.39,101331.06,92448.23,64310.17,61419.95,62060.74,63867.9,71353.47,68539.62,65527.91,65215.54,71355.01,73215.56,72540.05,70053.86,86674.11,88398,90482.51,75981.24,66643.96,66323.66,66728.14,61988.46,87454.2,88193.01,87191.8,79718.6,67780.76,66235.96,64328.26,59454.3,69459.31,67495.47,61800.1,61021.61,73600.66,81486.49,80983.42,64868.08,65174.73,60470.1,61217.02,61912.77,79522.63,81233.44,81699.65,85855.11,64269.15,61025.29,61340.24,59584.73,69315.19,69163.73,65049.18,59287.33,82852.77,83653.42,80950.54,62342.94,60002.88,57708.35,54688.53,56026.33,59655.5,57195.67,54068.02,55299.97,59607.5,55645.65,54222.55,54898.57,57955.93,58880.77,60816.37,57120.57,74902.23,72553.63,67055.78,63135.08,88253.75,86405.21,83539.17,74417.29,0.68,7240286.34
1,1,1,51,1,101,1,151,398,0,497.72,0,393.1,146.65,349,198,598,0,597.72,67.53,593.1,146.65,549,198,801,1,801,51,801,101,801,151,1198,0,1197.72,67.53,1193.1,146.65,1149,198,1398,0,1397.72,67.53,1393.1,146.65,1349,198,198,200,147.72,267.53,193.1,346.65,149,398,998,200,997.72,267.53,893.1,246.65,949,398,901,298,1050,398,1100,398,1150,398,1398,200,1397.72,267.53,1393.1,346.65,1349,398,198,400,197.72,467.53,193.1,546.65,149,598,601,401,551,470,601,540,650,598,801,598,850,598,900,598,950,598,1398,600,1397.72,667.53,1393.1,746.65,1249,798,198,800,197.72,867.53,193.1,946.65,149,998,401,801,401,870,351,890,450,998,798,800,797.72,867.53,793.1,946.65,749,998,1398,800,1397.72,867.53,1393.1,946.65,1249,998,201,1001,201,1070,201,1140,250,1198,1398,1000,1397.72,1067.53,1393.1,1146.65,1349,1198,1,1201,1,1270,1,1340,50,1398,598,1200,597.72,1267.53,593.1,1346.65,549,1398,798,1100,797.72,1267.53,793.1,1346.65,749,1398,1198,1200,1197.72,1267.53,1193.1,1346.65,1149,1398,1398,1200,1397.72,1267.53,1393.1,1346.65,1349,1398,89723.88,78056.94,73625.75,69850.53,84923.02,85994.96,73783.49,67653.63,91386.89,75602.2,70904.72,66463.15,96641.56,85377.19,78756.91,71174.77,101496.87,90790.66,85221.21,78290.68,108380.86,101746.42,99676.2,79042.21,69993.06,67022.58,64103.5,60457.98,76646.11,71311.93,68178.2,73570.62,63158.75,65413.13,68018.23,77789.87,92302.64,90329.6,91798.32,83509.43,58310.39,60252.17,65714.41,63524.52,69849.64,67995.24,62585.2,63256.51,60572.57,61205.13,65379.53,74305.74,91835.13,88674.03,89033.98,71751.04,68001.58,61876.56,62154.27,59125.28,69209.02,64488.7,58818.77,60251.22,70798.32,68932.8,69632.02,63500.72,86918.62,85586.2,85460.97,69714.65,56113.87,58005.76,61726.77,57361.85,84335.53,83700.35,83872.06,65378.45,65534.94,65509.72,64085.04,62726.48,61060.13,59364.57,60336.59,59515.18,64540.51,64304.8,62893.15,60004.09,65041.75,63172.37,65215.85,63858.94,82779.41,82180.23,82287.85,73630.58,0.69,7284975.88
198,0,197.18,80.53,193.59,150,77.58,198,398,0,397.18,80.53,393.59,150,277.58,198,798,0,797.18,80.53,793.59,150,677.58,198,998,0,997.18,80.53,993.59,150,877.58,198,1398,0,1397.18,80.53,1393.59,150,1277.58,198,198,200,197.18,280.53,193.59,350,77.58,398,598,200,597.18,280.53,593.59,350,477.58,398,598,400,597.18,480.53,593.59,550,477.58,598,998,400,997.18,480.53,993.59,550,877.58,598,1198,400,1197.18,480.53,1193.59,550,1077.58,598,1398,400,1397.18,480.53,1393.59,550,1277.58,598,198,600,197.18,680.53,193.59,750,77.58,798,798,600,797.18,680.53,793.59,750,677.58,798,998,600,997.18,680.53,993.59,750,877.58,798,198,800,197.18,880.53,193.59,950,77.58,998,398,800,397.18,880.53,393.59,950,277.58,998,598,800,597.18,880.53,593.59,950,477.58,998,1398,800,1397.18,880.53,1393.59,950,1277.58,998,398,1000,397.18,1080.53,393.59,1150,277.58,1198,598,1000,597.18,1080.53,593.59,1150,477.58,1198,798,1000,797.18,1080.53,793.59,1150,677.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,798,1200,797.18,1280.53,793.59,1350,677.58,1398,1198,1200,1197.18,1280.53,1193.59,1350,1077.58,1398,1398,1200,1397.18,1280.53,1393.59,1350,1277.58,1398,91326.85,79657.05,72962.62,70283.17,96307.13,85274.76,77288.25,69201.42,96410.19,87594.52,81128.66,78494.21,101141.9,94062.27,88030.04,81745.04,107239,104401.32,101182.48,93422.54,65034.76,64521.47,64698.33,66742.19,75764.44,72424.2,71088.53,63670,67897.88,64546.4,61266.15,60797.96,80590.15,74260.84,68110.22,61569.18,88720.89,81833.98,74486.88,70287.9,97851.18,94790,90424.68,80346.55,65671.61,64875.15,62415.63,60017.91,60054.09,61083.53,59921.6,60712.36,64099.9,70600.43,71742.97,64183.82,55903.81,55133.29,52038.62,56668.99,61737.96,57581.39,53105.79,48830.39,60539.5,63846.4,62322.06,50768.4,89592.67,86519.97,85893.14,69865.37,47700.32,47676.89,48905.33,54187.68,56692.47,53683.35,49503.02,47384.98,67076.53,63782.15,60298.33,49512.08,83422.43,84441.01,83719.26,67566.87,56385.02,57046.45,59285.75,58222.66,63382.88,66045.4,63599.46,60312.01,81909.96,82251.93,80851.92,70177.08,0.67,7059628.12
798,0,797.18,80.53,793.59,150,677.58,198,1198,0,1197.18,80.53,1193.59,150,1077.58,198,398,200,397.18,280.53,393.59,350,277.58,398,598,200,597.18,280.53,593.59,350,477.58,398,1198,200,1197.18,280.53,1193.59,350,1077.58,398,1398,200,1397.18,280.53,1393.59,350,1277.58,398,598,400,597.18,480.53,593.59,550,477.58,598,1198,400,1197.18,480.53,1193.59,550,1077.58,598,1398,400,1397.18,480.53,1393.59,550,1277.58,598,398,600,397.18,680.53,393.59,750,277.58,798,798,600,797.18,680.53,793.59,750,677.58,798,998,600,997.18,680.53,993.59,750,877.58,798,1398,600,1397.18,680.53,1393.59,750,1277.58,798,398,800,397.18,880.53,393.59,950,277.58,998,998,800,997.18,880.53,993.59,950,877.58,998,1198,800,1197.18,880.53,1193.59,950,1077.58,998,1398,800,1397.18,880.53,1393.59,950,1277.58,998,398,1000,397.18,1080.53,393.59,1150,277.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,198,1200,197.18,1280.53,193.59,1350,77.58,1398,398,1200,397.18,1280.53,393.59,1350,277.58,1398,598,1200,597.18,1280.53,593.59,1350,477.58,1398,798,1200,797.18,1280.53,793.59,1350,677.58,1398,998,1200,997.18,1280.53,993.59,1350,877.58,1398,1198,1200,1197.18,1280.53,1193.59,1350,1077.58,1398,100352.24,91800.54,85157.15,80382.64,108295.78,103346.22,98479.54,82467.76,81783.93,73449.09,68143.72,68856.33,79287.87,74313.58,71748.57,63902.57,88759.01,84229.77,76886.82,69543.89,102807.13,97149.63,94168.35,76068.45,66653.9,65427.85,62963.54,61546.56,69445.7,72408.15,69941.86,67826.69,89688.67,89616.88,88467.1,71464.97,61325.33,61579.48,60743.95,61404.63,63907.12,59038.76,55109.4,55552.48,65885.36,66419.62,64075.93,55388.67,85287.56,87148.43,86678.45,69452.02,57224.27,59267.89,61075.33,61110,58593.85,56891.44,54592.41,57518.7,64599.48,65705.73,62620.2,55470.3,84614.87,85197.09,83829.38,63981.06,59094.61,60334.57,58996.12,57971.96,81231.15,82173.37,81462.71,70907.68,59775.09,58556.36,57336.73,65872.8,55253.55,53815.97,51748.42,55510.54,56774.38,53238.13,51593.02,53028.16,60991.17,56782.85,53766.6,54217.6,63941.31,65022.67,62091.74,57313.85,66018.18,76668.85,78690.21,67609.12,0.66,6975911.08
598,0,597.07,77.61,597.18,150,549,197.99,998,0,997.07,77.61,997.18,150,949,197.99,1398,0,1397.07,77.61,1397.18,150,1349,197.99,198,200,197.07,277.61,197.18,350,149,397.99,398,200,397.07,277.61,397.18,350,349,397.99,1398,200,1397.07,277.61,1397.18,350,1349,397.99,598,400,597.07,477.61,597.18,550,549,597.99,798,400,797.07,477.61,797.18,550,749,597.99,998,400,997.07,477.61,997.18,550,949,597.99,1198,400,1197.07,477.61,1197.18,550,1149,597.99,1398,400,1397.07,477.61,1397.18,550,1349,597.99,798,600,797.07,677.61,797.18,750,749,797.99,998,600,997.07,677.61,997.18,750,949,797.99,598,800,597.07,877.61,597.18,950,549,997.99,798,800,797.07,877.61,797.18,950,749,997.99,998,800,997.07,877.61,997.18,950,949,997.99,1198,800,1197.07,877.61,1197.18,950,1149,997.99,198,1000,197.07,1077.61,197.18,1150,149,1197.99,398,1000,397.07,1077.61,397.18,1150,349,1197.99,598,1000,597.07,1077.61,597.18,1150,549,1197.99,1198,1000,1197.07,1077.61,1197.18,1150,1149,1197.99,198,1200,197.07,1277.61,197.18,1350,149,1397.99,798,1200,797.07,1277.61,797.18,1350,749,1397.99,998,1200,997.07,1277.61,997.18,1350,949,1397.99,1198,1200,1197.07,1277.61,1197.18,1350,1149,1397.99,95586.54,88099.43,83668.18,78914.75,100981.63,93005.67,87728.4,80663.61,107277.73,103737.68,102147.5,82927.94,81219.43,72193.57,67534.9,65161.62,80398.95,73869.18,68596.62,62706.1,93068.27,93813.82,95508.32,77641.19,71197.09,61250.39,57258.59,55344.79,74644.9,66215.61,61105.6,52920.58,76764.91,69935.04,67101.61,59114.01,78968.73,75123.87,73601.58,69833.37,88639.92,89940.59,89302.58,80892.02,55351.75,57112.01,57897.36,52054.03,64015.57,69318.78,71708.66,57234.71,56684.01,56475.69,57663.17,55481.65,52455.14,54416.7,57128.66,54500.47,66917.88,64467.91,61701.08,56386.14,83485.8,82353.03,82184.2,61620.93,62096.94,59064.23,56974.1,57018.65,58902.04,57694.14,54505.8,52720.66,53412.45,56740.76,56776.02,52724.2,79355.33,80627.06,82483.12,61950.94,51731.73,56959.16,63436.62,67936.64,57626.17,54749.26,55239.5,54611.71,62031.69,61714.19,62170.35,58546.95,79357.91,81344.24,80857.1,70464.12,0.66,6946045.92
98,0,197.07,79.11,142.74,100,111.65,198,425,0,297.07,79.11,392.74,150,311.65,198,598,0,597.07,79.11,592.74,150,511.65,298,798,0,797.07,79.11,852,37,711.65,298,997,26,997.07,79.11,992.74,150,911.65,198,1198,0,1197.07,79.11,1192,149,1152,196,1417,16,1397.07,79.11,1392.74,150,1311.65,198,998,200,997.07,279.11,992.74,350,911.65,398,1401,199,1397.07,279.11,1392.74,350,1361.65,448,48,401,98,450,148,500,198,550,1198,400,1197.07,479.11,1192.74,550,1111.65,598,198,600,197.07,679.11,142.74,700,111.65,798,398,600,397.07,679.11,392.74,750,311.65,798,998,600,997.07,679.11,1092.74,650,911.65,798,1198,600,1197.07,679.11,1192.74,750,1111.65,798,1414,597,1390,669,1400,750,1311.65,798,1,801,1,851,1,901,1,951,776,806,797.07,879.11,801,932,711.65,998,438,996,397.07,1079.11,299,1071,211.65,1298,798,1000,781,1086,792.74,1150,683,1205,1398,1000,1407,1064,1392.74,1150,1211.65,1298,1,1201,1,1270,1,1340,0,1415,598,1200,597.07,1279.11,592.74,1350,411.65,1398,782,1194,792,1291,792.74,1350,711.65,1398,1398,1200,1397.07,1279.11,1392.74,1350,1361.65,1398,87164.72,75568.8,69897.91,69245.33,95185.57,77651.61,71014.05,64445.57,89769.98,76505.57,70641.71,66115.49,92099.95,72379.82,83849.89,67433.74,93935.58,78900.79,72541.33,64923.12,102582.05,91632.71,80720.31,71545.56,107478.37,101329.74,98256.38,79676.7,67388.46,69359.98,71517.35,66334.97,92589.11,90660.81,88078.25,87673.68,70448.25,66191.08,64009.35,63311.28,77035.3,76690.29,78330.26,66563.51,58595.8,62425.83,59422.18,62932.53,68333.02,62692.26,59364.65,57892.29,61302.71,59075.84,60686.55,66606.1,74378.46,71594.66,69076.23,67479.79,88809.35,86106.06,84583.83,74971.01,64330.64,59395.74,58772.09,57476.53,67233.45,67556.77,68673.92,62506.51,60586.28,58017.68,56506.67,62164.92,70906.87,67934.52,68386.44,58709.2,88428.8,85632.61,87291.77,68369.24,67105.18,63188.46,64310.09,68501.99,56133.24,58021.08,61149.38,64014.72,65398.36,66872.2,66203.22,63154.41,83666.12,84825.37,84026.45,76490.93,0.69,7254324.02
198,0,296.13,0,193.7,150,86.12,198,398,0,396.13,73.96,393.7,150,286.12,198,601,1,601,51,601,101,601,151,998,0,996.13,73.96,993.7,150,886.12,198,1298,0,1196.13,73.96,1193.7,150,1086.12,198,198,200,296.13,273.96,193.7,350,86.12,398,1398,200,1396.13,273.96,1393.7,350,1286.12,398,201,401,201,470,101,640,250,598,798,400,796.13,473.96,793.7,550,786.12,698,998,400,996.13,473.96,993.7,550,886.12,598,1398,400,1396.13,473.96,1393.7,550,1286.12,598,248,550,196.13,673.96,193.7,750,86.12,798,598,600,596.13,673.96,593.7,750,486.12,798,1198,600,1196.13,673.96,1193.7,750,1086.12,798,198,800,196.13,873.96,193.7,950,86.12,998,598,800,696.13,873.96,593.7,950,486.12,998,1398,800,1396.13,873.96,1393.7,950,1286.12,998,998,1000,896.13,1073.96,993.7,1150,886.12,1198,1198,1000,1196.13,1073.96,1193.7,1150,1086.12,1198,1398,1000,1396.13,1073.96,1393.7,1150,1286.12,1198,1,1398,50,1398,100,1398,150,1398,201,1201,201,1270,201,1340,250,1398,798,1200,796.13,1273.96,793.7,1350,686.12,1398,1198,1200,1196.13,1273.96,1193.7,1350,1086.12,1398,1398,1200,1396.13,1273.96,1400,1350,1286.12,1398,85363.3,86724.18,75484.46,70675.15,90609.74,76112.23,72394.36,69655.94,97122.92,85387.94,79148.01,73875.35,101404.53,92063.78,83523.9,78954.71,108062.67,101388.49,94852.99,83089.78,64202.41,65975.15,69953.11,66341.25,101669.14,96222.34,95131.82,78343.5,65283.82,65800.73,63275.97,60826.03,74893.65,68359.69,63916.45,68176.86,79948.4,76226.53,72904.09,65225.96,90186.16,90217.63,89690.03,82332.33,63903.53,60961.3,60451.51,59072.91,65172.03,62970,64290.3,57613.87,76505.94,79807.79,80206.32,70405.46,57596.87,57779.51,59498.63,62708.05,59650.96,63959.03,58177.23,57490.29,89383.09,86264.42,86195.27,69148.34,65966.81,59258.93,56089.79,52192.73,66950.17,65518.82,63387.26,53817.04,84162.67,84058.73,83531.01,63696.49,62675.24,60221.19,60235.85,63745.72,65031.22,65654.55,66664.83,65701.72,54050.29,55705.93,60563.57,61574.94,58545.02,61613.52,62528.84,60357.16,81653.64,81303.56,79674.52,69166.65,0.68,7225508.55
198,0,197.72,67.53,193.1,146.65,149,198,398,0,397.72,67.53,393.1,146.65,349,198,598,0,597.72,67.53,593.1,146.65,549,198,801,1,801,51,801,101,801,151,1198,0,1197.72,67.53,1193.1,146.65,1149,198,1398,0,1397.72,67.53,1393.1,146.65,1349,198,198,200,197.72,267.53,193.1,346.65,149,398,998,200,997.72,267.53,993.1,346.65,949,398,1198,200,1197.72,267.53,1193.1,346.65,1149,398,1398,200,1397.72,267.53,1393.1,346.65,1349,398,198,400,197.72,467.53,193.1,546.65,149,598,798,400,797.72,467.53,793.1,546.65,749,598,998,400,997.72,467.53,993.1,546.65,949,598,1398,600,1397.72,667.53,1393.1,746.65,1349,798,198,800,197.72,867.53,193.1,946.65,149,998,401,801,401,870,401,940,450,998,798,800,797.72,867.53,793.1,946.65,749,998,1398,800,1397.72,867.53,1393.1,946.65,1349,998,398,1000,397.72,1067.53,393.1,1146.65,349,1198,1398,1000,1397.72,1067.53,1393.1,1146.65,1349,1198,1,1398,50,1398,100,1398,150,1398,598,1200,597.72,1267.53,593.1,1346.65,549,1398,798,1200,797.72,1267.53,793.1,1346.65,749,1398,1198,1200,1197.72,1267.53,1193.1,1346.65,1149,1398,1398,1200,1397.72,1267.53,1393.1,1346.65,1349,1398,86281.71,74647.88,69889.15,62936.21,88878.3,76461.38,68580.1,62875.85,91142.59,77954,70252.83,63556.43,96455.89,84693.33,77492.62,70874.69,101131.03,90948.7,85385.35,70607.1,108288.96,101481.72,99938.34,79057.71,59804.99,59052.04,64933.93,61271.82,72996.12,65028.67,65517.34,60125.13,73881.13,71389.45,74246.02,71954.49,92021.85,89204.47,89199.47,80362.05,58473.71,60762.38,67719.46,66601.51,63598.97,60996.68,62143.05,61999.29,63479.8,66614.76,72072.1,66556.22,89990.65,86448.13,87542.05,66886.29,69063.92,62853.21,61584.37,60493.32,70337.9,66893.7,62533.04,58074.92,72754.97,70083.98,69788.4,64594.06,84358.35,83121.93,85868.41,65631.9,55773.86,58064.98,59616.78,57197.82,83412.29,83133.11,84593.56,65880.66,64997.28,62802.81,63250.84,67018.79,61564.72,57290.73,59270.88,59953.81,64094.81,60405.44,61390.48,59257.37,66113.25,64276.92,65613.61,63619.15,83050.39,82134.07,82583.08,75342.92,0.68,7192426.69
198,0,197.46,75.07,197.18,149.14,149,198,398,0,397.46,75.07,397.18,149.14,349,198,998,0,997.46,75.07,997.18,149.14,949,198,1398,0,1397.46,75.07,1397.18,149.14,1349,198,198,200,197.46,275.07,197.18,349.14,149,398,598,200,597.46,275.07,597.18,349.14,549,398,1198,200,1197.46,275.07,1197.18,349.14,1149,398,198,400,197.46,475.07,197.18,549.14,149,598,398,400,397.46,475.07,397.18,549.14,349,598,798,400,797.46,475.07,797.18,549.14,749,598,998,400,997.46,475.07,997.18,549.14,949,598,398,600,397.46,675.07,397.18,749.14,349,798,598,600,597.46,675.07,597.18,749.14,549,798,998,600,997.46,675.07,997.18,749.14,949,798,398,800,397.46,875.07,397.18,949.14,349,998,598,800,597.46,875.07,597.18,949.14,549,998,998,800,997.46,875.07,997.18,949.14,949,998,398,1000,397.46,1075.07,397.18,1149.14,349,1198,598,1000,597.46,1075.07,597.18,1149.14,549,1198,998,1000,997.46,1075.07,997.18,1149.14,949,1198,1198,1000,1197.46,1075.07,1197.18,1149.14,1149,1198,1398,1000,1397.46,1075.07,1397.18,1149.14,1349,1198,398,1200,397.46,1275.07,397.18,1349.14,349,1398,598,1200,597.46,1275.07,597.18,1349.14,549,1398,1198,1200,1197.46,1275.07,1197.18,1349.14,1149,1398,92249.98,81370.66,75808.87,67439.96,98366.49,88879.01,82061.74,72879.97,101080.13,93924.72,88929.92,82576.31,107438.61,104404.5,101813.18,94087.4,66066.53,66481.37,68556.66,61612.01,85055.19,76917.06,72751.57,65006.48,88648.61,88490.91,92285.14,87252.58,60274.12,59644.24,60127.49,59086.19,66024.72,61630.88,59440.85,51989.64,79388.82,72490.91,68347.75,63200.34,84492.3,85387.42,87677.79,71334.1,54566.25,54624.7,54428.03,49997.3,63428.15,61240.17,62039.26,52517.58,83562.08,83626.63,84958.41,65301.84,49343.02,52902.07,55352.56,51442.7,58157.08,56707.98,56377.85,48024.29,81467.05,78570.88,74821.45,55551.32,49140.43,51485.41,54623.48,52516.66,53176.43,52848.81,55943.6,48239.07,67406.09,63112.07,58426.88,52176.63,80989.33,72732.6,68337.08,54934.58,92105.67,88351.66,84135.79,75053.02,50636.68,53716.16,61184.49,64993.39,53986.54,57192.68,60995.97,60162.53,66717.29,72013.62,76791.51,69369.65,0.66,6955477.58
